tweet,sarcastic,rephrase,sarcasm,irony,satire,understatement,overstatement,rhetorical_question,has_emoji
I wonder how much wine I’ve drank over the past year,0,,,,,,,,False
any of my oomfies wanna write my user on their thighs,0,,,,,,,,False
does anyone else hate hearing their own voice I sound so aids,0,,,,,,,,False
idk why but my norms wr skyrockets when I solo q,0,,,,,,,,False
Looking at my bank account wondering where all my money went...then realize I paid my credit card bill twice this month within 3 days of each other #ultimatemombrain #alsoimapoorteacher,0,,,,,,,,False
"Finally got new contacts which means I finally plucked my eyebrows for the first time since Laila was born (or, lets be honest, well before she was born).",0,,,,,,,,False
"I got an invitation to my ten year high school reunion today...just, no.",0,,,,,,,,False
"@kazzacoey @UKLabour The old phrase that says, if you are in the middle of the road you will be run over. Starmer is stuck like a record that is stuck in the same groove and nobody wants to hear that. Also where are the policies?",0,,,,,,,,False
"@celtjules66 I think Johnson likes this extreme form of social control. It is surely  time to revolt against this madness. The vulnerable and over 60s have mostly all been double vaccinated &amp; for the over 50s it is imminent. Depression kills as well, further restrictions make it more likely.",0,,,,,,,,False
"@Jennyfurfuls Garlic has antiseptic qualities. However, a famous French dish that requires 40 cloves and wine with slow cooked chicken maybe a step too far.",0,,,,,,,,False
"Yes, I am taking royalties for the phrase “Thiccle Mistress, which I definitely just made up - thanks for asking",0,,,,,,,,False
"If you invite me to something with a Google Calendar invite, know that I will always join via the Google Meet link. Don't try to add other links in notes; learn how to use the software and then holla at me",0,,,,,,,,False
"How this isn't just Cowboy Bark listed 100000 times, I'll never know. Nevertheless, an A+++ thread https://t.co/QvMsYi124b",0,,,,,,,,False
The motto of 2021 is: “stop defending shitty men” this is not up for debate,0,,,,,,,,False
"If I was a wealthy Boomer and I saw a bunch of angry Millennials coming for my money, I'd be nervous. We already killed Applebee's, we will kill again #EatTheRich",0,,,,,,,,False
"When I finally die, just please don't let it end with one of those shitty pop covers that Disney plays over the credits",0,,,,,,,,False
I know I'm really settling into my 30s when I take a drug test and all they find in my system is antacid,0,,,,,,,,False
i want :( a corn dog :(( so bad wtf :(((,0,,,,,,,,False
"facebook is so ridiculously broken. absolute garbage platform, -2/10.",0,,,,,,,,False
feeling v grateful!!!!,0,,,,,,,,False
my mom says i need to interact w actual ppl and not just folks online :((( i have no friends irl,0,,,,,,,,False
being a head nodder in zoom university is a curse,0,,,,,,,,False
oh my god i have the Hawai'i twitter baddie in my class this semester i will try not to fangirl!!,0,,,,,,,,False
"""@elliekonsker: if u wear heels to school i have a few questions: 1. why"" ask some of the salcc girls",0,,,,,,,,False
“@elliekonsker: I just practiced taking the lake test in my pool #iswareimnotobsessedwithcamp”,0,,,,,,,,False
“@elliekonsker: Physically and mentally stressed”,0,,,,,,,,False
I'm gonna say it: Joanne beat the fuck out of Michael's Halloween online store.,0,,,,,,,,False
"The nice thing about being back in school is the sense of stability, the bad part is that it’s being stable in misery.",0,,,,,,,,False
"I’m normally trashed when I make my friends deadly drinks, seeing the effects while sober I do not know why they continue to have me make them drinks.",0,,,,,,,,False
"Philosophers idolize Socrates. Some see themselves as emulating him, defending unpopular positions against mobs and the powerful. But often they're just lazy contrarians who refuse to do their homework.",0,,,,,,,,False
Does anyone have a PDF of excerpts from ch. 2 of Mill's On Liberty? I want to assign a chunk of the argument for free expression without asking my students to read the whole chapter.,0,,,,,,,,False
"My department is hiring in metaphysics and epistemology (broadly construed). 2-2 teaching load with TA support (2-1 for the first 2 years), MA program, in a city of 260k people with several locations of just about every fast food restaurant. Not bad! https://t.co/bCd3pNEMCa",0,,,,,,,,False
Has anyone written about the complexity of sick leave for the service/retail industry and how impossible it is not to screw over the other workers with it? does that make sense? I need an academic article on this with better words,0,,,,,,,,False
"What's the German word for when you start a podcast when it's already 2 years old, but now you've caught up to present-day and you have to wait every week for a new episode instead of blitzing through 3 months' worth of content in one day ?",0,,,,,,,,False
"My Life Changed When I Finally Bought a Kitchen Table: and other essays about living alone

Chapter 1: Pants?",0,,,,,,,,False
hissy fit clothing I am obsessed with everything you do,0,,,,,,,,False
officially tapping out of the single market of the EU and I don’t think Taylor is releasing anything tonight :/,0,,,,,,,,False
just realised the first time I will listen to Red (taylor's version) will be on the way to printworks so I will literally be crying in the club,0,,,,,,,,False
grimes was the vibe for this evening,0,,,,,,,,False
"i am afraid that, despite all of your words and actions, you actually just hate me",0,,,,,,,,False
"sorry for crying about paddington, i really didn’t mean to",0,,,,,,,,False
"I feel like most teens/women are not told that hormonal contraceptives increase their risk for cancer before going on birth control, and that’s messed up",0,,,,,,,,False
I just got my first spam call about my vehicle’s extended warranty!!! I’m living in a meme,0,,,,,,,,False
Does anyone else sit in their car for at least ten minutes to mentally prepare to enter the grocery store?,0,,,,,,,,False
Got my lowball business class upgrade bid accepted for my train from DC to NYC this morning and ended up without anyone sitting next to me for the whole trip. A positive sign for the weekend.,0,,,,,,,,False
"Walking around running errands after work giving a knowing nod to every other millennial woman who is also wearing biker shorts, a loose T-shirt, a baseball cap, a belt bag, and AirPods",0,,,,,,,,False
I feel like I have Twitter friends with opinions on this - what are the must do/eat/see/drink spots in Des Moines? Please share.,0,,,,,,,,False
"Sixteen days, three countries, seven cities, and it's finally time to come home. You've been great, Asia, but I'm ready for some deep dish pizza.",0,,,,,,,,False
#reputation is everything I needed before this 13.5 hour flight.,0,,,,,,,,False
could have gone to bed early but instead have been messing around on a random color palette generator for an hour,0,,,,,,,,False
not enough essays about hozier saying “i slithered here from eden just to sit outside your door” and all of the implications that go along w it,0,,,,,,,,False
i like starting conversations with “also” even though there was no proceeding sentence,0,,,,,,,,False
Newfound desire to study so I can walk home when it is still SNOWING,0,,,,,,,,False
Feeling the love with 4 different people wishing me good luck on my exam today #didicomplainaboutitthatmuch,0,,,,,,,,False
"They had 5 turnovers and we needed to capitalize on them, this whole season we said we needed touchdowns instead of field goals",0,,,,,,,,False
"Back from Nashville... I missed this little girl, even though she… https://t.co/eN8q2YEyua",0,,,,,,,,False
This is my buddy @TyRiddell. He is a deep thinker. #Nashville #BaileysfantasycampTN @zulu717 @Zach_Carl https://t.co/CkPG86tF7a,0,,,,,,,,False
@coffeedreamer1 @kingssnacks Omg me too I have a wheat allergy and I’m suffering but can’t stop eating it - absolutely delicious!,0,,,,,,,,False
@NTCastleWard @PeteSnodden Can't wait!,0,,,,,,,,False
besties i may have flooded my bathroom with an inch of water,0,,,,,,,,False
dev patel is so hot girl i was having a crisis watching the green night,0,,,,,,,,False
trying to pavlov dog my way out of chronic dehydration :/ every 8oz I get a little treat,0,,,,,,,,False
my grandpa has covid so i made a lil care package with his fave snacks and a big blanket. he’s vaccinated and it’s still hitting him hard. i’m really sick and tired of the my body my choice mentality behind anti vaxxers bc it’s not just your body you’re making a choice for. god.,0,,,,,,,,False
no more disney stores in georgia im so sad right now the one in alpharetta was my favorite,0,,,,,,,,False
i forgot i have tickets to the disney princess broadway celebration in november um i hope that they replace laura with christy altomare,0,,,,,,,,False
"lmfao, I just looked out of curiosity, and I have over 3000 emails saved from the 2 years I was on the NPC, guess I could really write that book I've joked about

(also, if you are new to the NPC, my biggest piece of advice is have a good system for keeping up with your emails)",0,,,,,,,,False
I do like Ssn' s policy of showing the midweek goals as they happen.  Superb Ben Brereton header get in! #NFFC,0,,,,,,,,False
Get in Notts. Awesome #Notts @TrentBridge,0,,,,,,,,False
Best performance in a while. Absolute cracker today. Think @benbreo deserved mom #NFFC,0,,,,,,,,False
Love that The Paris Hilton doc opens w a Jesus and Mary Chain song,0,,,,,,,,False
I need Trisha as a guest on red scare,0,,,,,,,,False
How do I stop thinking literally everything is corny ??,0,,,,,,,,False
@jbrylinsabres15 @JoeCaramagna @FriedgeHNIC @NWHL @EASPORTSNHL variety is good. If I can be a 15 year old Canadian farmer who happened to make the WHL why can’t I be a top level women’s player,0,,,,,,,,False
"@Davret1 @RepCori @sam_a_bell that’s how things like this get so bad. if everyone says it’s not their problem and nobody actually does anything about it, nothing does happen. the us government can use the fed to take action, and it should— even if it’s not their “job” officially",0,,,,,,,,False
@ky3onidas__ @OMLLJC they probably filled in the ground with something too dense for the roots to get into. clay or something like that,0,,,,,,,,False
"I’ve spent a thousand dollars in four days and the vet has given me an estimate that it will be an additional thousand over the next couple months for treatment 

Your generosity has been so helpful, I appreciate everyone who’s helped however they can!",0,,,,,,,,False
NEW MUSIC TOMORROW !!,0,,,,,,,,False
Is only 12 hours away from my first #raceforlife in memory of my grandma - Margaret Jackson who sadly passed away from cancer,0,,,,,,,,False
Please please please show your support for my dad and his charity event. 7 sprint triathlons in 7 days - http://t.co/SxC8AhB8nA,0,,,,,,,,False
Help raise £2000 to help provide food and essentials to disadvantaged child.. Please #donate on @justgiving and RT https://t.co/q7hZ4jWmLl,0,,,,,,,,False
"I remember when I was a kid how I used to troll my dad. 
I’d be watching a film on sky movies and then when I knew he was in the other room I would say out loud ‘wow look at the tits on her’ 
He would come back in the room and nothing was there but he’d ask questions like…",0,,,,,,,,False
"Knocked on a door to deliver a parcel, waited 30secs then I see the parcel had a safeplace so went to the neighbour. Then this moody 20yr old answered the door in a Spurs shirt talking shit, so I laugh and say was u crying about Harry Kane, is that why u took so long to answer 🤣",0,,,,,,,,False
I just want things to go back to the way they were @ diapers pacifiers and sippy cups,0,,,,,,,,False
How is my highest grade in A&amp;P,0,,,,,,,,False
wow these kids are into musically.lly whatever and jacob sagittarius and I officially feel out of the loop. is this what growing up feels like,0,,,,,,,,False
Keeping my fingers crossed @stcware continuing supporting the Wii U post-Nero. If Nero is half as good as it looks we sorely need these guys,0,,,,,,,,False
"Nero for Wii U - Should we be thinking Journey with jellyfish? Take a look at the fantastic trailer, courtesy of @stcware ! Truly stunning.",0,,,,,,,,False
#Snowden Sad to see intelligent Americans fall victim to the US propaganda machine in this case. So many lies set up to discredit by the US.,0,,,,,,,,False
When you let a 3 year old have your phone for an hour and your YouTube recommendations are now all Frozen and Lion Guard videos.,0,,,,,,,,False
I stole a book in Skyrim and somebody sent hired thugs after me,0,,,,,,,,False
"@alex_jantz As a self-appointed rep of Baylor, we would welcome you back anytime",0,,,,,,,,False
@kristenritch YES I love sandwich and enneagram,0,,,,,,,,False
"to be completely honest, my ego is MASSIVE and i’m not even sorry abt it :))",0,,,,,,,,False
"hot take: the worse taylor swift song is false god
don’t kill me pls it just sounds messy",0,,,,,,,,False
"hey brands nobody gives two shits that ur logos are rainbow now, grow a pear and actually do something for our community :)",0,,,,,,,,False
Less than 5 minutes after getting my phone back after staff training week at camp I ran my face into a tree branch whilst texting,0,,,,,,,,False
brb just spent 10 minutes looking frantically for my phone with the help from the flashlight...from my phone,0,,,,,,,,False
I cannot put into words how incredible of a novel A Thousand Splendid Suns is wowowow thank you @khaledhosseini,0,,,,,,,,False
20 just feels like 19 with less excuses,0,,,,,,,,False
if u think about it texting is the voicemail of texting,0,,,,,,,,False
whenever i see someone put in a bath bomb on their story i just think of that scene from the goblet of fire,0,,,,,,,,False
"“Americans weren’t meant to be quarantined! Open up the states! Let us free!”
This. This is what brings into perspective the fact that 10,000 years of civilization is a fraction of a blink in evolutionary time. Ignorance is as tenacious as wisdom teeth.",0,,,,,,,,False
"So we're three (3) days into the new year and: Steve Irwin's homeland is burning, Carl Sagan's wisdom is being completely ignored, and no one is loving their neighbor like Mr. Rogers and that Jesus guy advised... #worldwar3 #AustraliaFires",0,,,,,,,,False
being sick w a nose piercing is rly annoying,0,,,,,,,,False
the way i see red when i’m stressed out is absolutely draining,0,,,,,,,,False
i’ve come to the conclusion i don’t rly like strawberries &amp; i think they’re overrated,0,,,,,,,,False
Original pandemic baby bc I got swine flu xx,0,,,,,,,,False
Words cannot express how much I HATE glitter,0,,,,,,,,False
Just wanna exaggerate that I would die for David Attenborough,0,,,,,,,,False
"Casually looking at the 06Z forecast it seems that the 'previous UKMO forecast interpolated ahead (6hr)' and the 'U.S. Navy COAMPS-TC model forecast interpolated ahead (6hr)' models have been smoking something. 🤔

#Hurricane #Larry #WXGeek #WXTwitter",0,,,,,,,,False
"Think I might get a knock on the door from Environmental Health after that poo.

Jeez, it's taking layers off my eye balls.

*opens all windows wide*",0,,,,,,,,False
I just want @jvn to tell me his vision for me.,0,,,,,,,,False
Also I can't wait to see how many white Boomers are going to be pissed off about the artists singing in Spanish. #SuperBowl #SuperBowlHalftimeShow,0,,,,,,,,False
"Today I learned what ""ghost nipples"" are.",0,,,,,,,,False
people who hate the snow give off the same energy as people who hate cats,0,,,,,,,,False
Sitting in a waiting room listening to two middle age women talk about how 50 shades changed their life,0,,,,,,,,False
"We have changed our name on here to keep family from finding us, we are still didivination just look different.",0,,,,,,,,False
I'm gonna have a breakdown.,0,,,,,,,,False
"Handwashing tip: sing ""Happy Birthday, Mr. President"" because it's longer and sexier than the original",0,,,,,,,,False
"New year, new me, noodles",0,,,,,,,,False
"At least once a day someone around me sits down at their desk and quietly sighs ""okay"" at their computer",0,,,,,,,,False
When is someone going to train a little baby pig to walk on a circus ball 🤬,0,,,,,,,,False
Mnet girls planet 999 top 9 choices literally all horrific forgettable girls not charming or enjoyable to watch clearly biased to k group I’m literally going to take action,0,,,,,,,,False
Tal and I are at this crazy expensive Japanese Peruvian restaurant. The ambience is insane. Live dj. We ordered a 9 course meal. Goodbye money,0,,,,,,,,False
i was so bored today that i let my computer restart to install updates 🥴,0,,,,,,,,False
when someone’s phone goes off in a quiet room an angel gets its wings,0,,,,,,,,False
2021 will u think about me ?,0,,,,,,,,False
I do embroidery on tote bags and jumpers over on my depop for cheap prices please go check it out would mean the world to me! 🧡#depop #embroidery #totebags @depop @bethanyj_ on depop 🦋 https://t.co/vmxbMXQs4a,0,,,,,,,,False
Thankyou subway! @SubwayUK #TunaForTuna 🧡 https://t.co/ilyOiXHJIs,0,,,,,,,,False
@isawitfirst With some pastel green flare leggings a Chucky white boot and a hot pink shoulder bag 🧡,0,,,,,,,,False
"I feel like influencers encouraging their fans, many of whom don’t have much money, to buy coins in something the influencer is heavily invested in is super immoral",0,,,,,,,,False
"I don’t understand how @CorinnaKopf’s opinion on std testing is so educated, forward-thinking, and science-positive and then her covid vaccine opinion is completely the opposite",0,,,,,,,,False
"what if the next iteration of onlyfans was run by women?

ceo: @natalinanoel
investors: @BLACCHYNA @iamcardib @miakhalifa @PrincessPiaMia @CorinnaKopf @tanamongeau @HelloImLana
software engineers (sry if incorrect terminology): @codergirl__  @sashacodes
marketing: @ModGirlMktg https://t.co/7lEBt3KNF5",0,,,,,,,,False
It’s sad.. guys make me want to stay single more and more everyday. Guys Respect your ladies please. Stay out of my dms especially if your married or just had a kid 🤯,0,,,,,,,,False
When your walking and eating hot Cheetos at the same time and you get your move goal on your watch. That’s the definition of balance,0,,,,,,,,False
IMAGINE the outcry if SNP voters went and celebrated this win that actually means something in the same way that Rangers fans ‘celebrated’ a few weeks ago over football game.,0,,,,,,,,False
I need the weekends to stop being like 20 minutes long.,0,,,,,,,,False
"The rate at which I go between thinking: ‘it’s fine, I’ve still got 3 weeks to write my dissertation’ and ‘shit I’ve only got three weeks to write my dissertation’ is causing some serious procrastination whiplash.",0,,,,,,,,False
I’m at a weird point in my life where I’m on etsy looking for cute reusable tote bags,0,,,,,,,,False
recently started highlighting,0,,,,,,,,False
OH MY GOD I AM IN LOVE WITH MY FIANCÉ. https://t.co/LRukiQpXve,0,,,,,,,,False
So happy to be alive today.,0,,,,,,,,False
Can you guys stop making Palestinian liberation into an excuse to be antisemitic.,0,,,,,,,,False
Who's bored at home?,0,,,,,,,,False
Passed my theory,0,,,,,,,,False
Can't wait to get a kebab,0,,,,,,,,False
Why are tanning beds legal?,0,,,,,,,,False
"Those “nutrition” places yall frequent are thinly veiled Herbalife stores. Also, they are not healthy...",0,,,,,,,,False
I don’t want to see makeup reviews of a brand new mascara. Show me the 20th time you’ve worn it. Even the worst mascara looks good when it’s fresh.,0,,,,,,,,False
"Here’s the situation, DO WHATEVER MAKES YOUR HEART HAPPY!!! 

You’re going to die one day dang it. 

At least do all the things you wanted to before you leave!!",0,,,,,,,,False
"Life is so beautiful when you stop taking it so seriously. 

Like chill dude. You’re doing just fine.",0,,,,,,,,False
I’ve honestly been dreading the return to school (no matter what form it takes) for the first time in my career. Hearing @MisterMinor speak tonight with @pgorski changed that. I feel fired up! Thank you both!,0,,,,,,,,False
So so thankful for the truth and leadership @jmckeever is dropping tonight,0,,,,,,,,False
"When parents ask about your mental health during parent-teacher conferences 🥰 (and you don’t tell the truth because, like, gestures broadly. But still!)",0,,,,,,,,False
Congratulations to Qpfc Champions of League2 #whowantsasuperleague,0,,,,,,,,False
Perfect afternoon chilling https://t.co/zQxELWrbop,0,,,,,,,,False
Why did my wife decide we needed a new kitchen !2Days to strip the tiles and plywood off ! https://t.co/Z2Jy5JsgDK,0,,,,,,,,False
"Surely if all Opticians boycotted contact lens manufacturers until they stopped supplying dodgy online stores, we'd end up with fewer parasitic sites that don't require a fit, aftercares or even a valid eye test.",0,,,,,,,,False
The Suicide Squad felt like a remake of the Watchmen movie where they actually kept the giant squid.,0,,,,,,,,False
"After my Holland &amp; Barrett parcel was damaged on its way to me, I had to send probably the most middle class e-mail of my life, asking them to please resend the order ASAP as I was running out of kombucha.",0,,,,,,,,False
@PetsatHome racial stereotyping is the problem. Please listen and retrain your staff. https://t.co/UvLkji9s5H,0,,,,,,,,False
Loving the fresh trim @moneyboxteam. Looking fresh! My projections look even better now! https://t.co/4f2o2wrLYZ,0,,,,,,,,False
@TalkTalk how can you allow someone to be without internet for three days in 2019? Told I have to wait 72 hours so managers can check if other customers are effected before resolving the issue @guardianmoney,0,,,,,,,,False
Great opportunity for a position at ZSL #sciencejobs #researchjobs #postdocjobs #graduatejobs #animalbehaviour https://t.co/hVud29qSh4,0,,,,,,,,False
Learn about what we do in the Brain and Behaviour Lab at the #UniversityofPortsmouth #zebrafish https://t.co/A7aazJYwoq,0,,,,,,,,False
@_Priya_R @ZebrafishRock Have you tried Steve Wilson at UCL?,0,,,,,,,,False
This second jab has made me feel off the box this entire day 🤮,0,,,,,,,,False
it’s crazy how many of your goals you can actually accomplish when you just don’t broadcast everything you’re doing,0,,,,,,,,False
So now that thats over how’s your day going guys?,0,,,,,,,,False
Entered a scramble yesterday at the orchards and won double the money I paid.. Free cash.,0,,,,,,,,False
Best bullpen in baseball selling rn to Stanton and Judge. Not a place you want to do it.,0,,,,,,,,False
@vincent72309193 @Brechannell @misseverywhereg @africanglo i grew up in texas and everyone who paid attention at any time from 1st grade-10th grade knew africa was a continent. we were also tested on all the continents multiple times in elementary.,0,,,,,,,,False
shut the hell up https://t.co/QeOnvsraNM,0,,,,,,,,False
I can't count the amount of times over the years I've just forgotten I have my nose pierced and I've just been reminded again by a tiktok,0,,,,,,,,False
"Context: ~leg day~
Jacob: I need power
*plays Britney Spears*
Yes sir I love u",0,,,,,,,,False
Nightmares are so horrible and weird.. my is my brain subconsciously thinking about horrible things like what?,0,,,,,,,,False
"B/w Rain is a Good Thing stuck in my my head, the heat &amp; #GladePlugIns going in the car, hard to believe it's not Summer! #Glade #GotItFree",0,,,,,,,,False
Excited it's almost Thanksgiving!,0,,,,,,,,False
Can a burrito change the world?  Don't miss Chipotle's first Game Day commercial  https://t.co/IkCNfSARJD #bonuspoints,0,,,,,,,,False
"Every day for the past three days, I've pulled up a taco bell doordash order, and filled up my cart, and closed the window to not follow through with it.",0,,,,,,,,False
Are jacket potatoes only good for the toppings that go on them?,0,,,,,,,,False
"Forgot to wash my hands after using self tanner so now I have what looks like just-ate-chicken-wings hands, but permanently",0,,,,,,,,False
"@beesmygod_ the people who are going ""yeah well The Assault Man said he didn't assault her so she's a liar"" are making ME crazier just from exposure",0,,,,,,,,False
it’s unbelievable to me that “you pay rent so your landlord can handle maintenance” “your landlord doesn’t have to fix anything that isn’t an immediate hazard” and “your landlord can forbid you from repairing stuff yourself” are beliefs that people can hold simultaneously,0,,,,,,,,False
i just absentmindedly scooped a spoonful of cat food into my cup of coffee. someone please save me from myself,0,,,,,,,,False
"I'm walking for Citizens Advice in NW Kent. Please help if you can x
2019 London Legal Walk https://t.co/b90ZFwS0Lf",0,,,,,,,,False
"What a stellar performance by @sierraboggess yesterday at Cadogan Hall. A tour de force. Tears, tingles and jaw-dropping awe.",0,,,,,,,,False
. @atptour The wearing and non-wearing of face masks by support team and family of players at ATP events is shockingly bad and setting a really poor example to anyone watching. Is it within your remit to encourage or enforce better adherence to effective face mask wearing?,0,,,,,,,,False
i hope my 6th grade english teacher knows he inspired my first tattoo :) there's no reason he would know that but i hope he just feels it in his bones,0,,,,,,,,False
thinking about that time when a week after i broke up with him my ex sent me a playlist to tell me all his feelings from throughout our 3 week relationship+how he felt about it ending and the whole thing was just john mayer songs,0,,,,,,,,False
put the frou frou version of holding out for a hero on spotify challenge,0,,,,,,,,False
Loving the representation from South Yorkshire 🥰🥰 #GodsOwn #England #ENG #bbcfootball #bbc,0,,,,,,,,False
"The #PostOffice KNEW there were bugs in the system! ""Not remotely reliable"". Innocent lives were completely ruined and SOMEONE is to blame. Not fit for purpose. An utter disgrace. I'm oddly livid over this  #bbcpn",0,,,,,,,,False
The amount of McDonald’s Diet Coke’s I’ve purchased in the past week is embarrassing,0,,,,,,,,False
Target just brings me too much joy,0,,,,,,,,False
“The number one freedom white people have in America is to remain totally ignorant about the injustices committed against those who are other than white” - Jane Elliot,0,,,,,,,,False
"The Drake and Josh theme song, “I Found a Way”, is the best Nickelodeon TV theme song and that is a fact",0,,,,,,,,False
Honestly this weather is the best birthday present I could ever receive,0,,,,,,,,False
"Me: on a scale of one to ten how cute are the babies you see in clinic?

Rob: that chunky baby the other day was a ten. The one I saw today was a three--so pale. To be fair she's in the hospital and very sick.",0,,,,,,,,False
Today Rob told me that they have a room in the NICU with so many babies with MRSA that they started calling it the MRSAry.,0,,,,,,,,False
My cat eye glasses came in the mail today so I'm officially ready to start librarian school.,0,,,,,,,,False
@pamparoni i mean it aint broke yet,0,,,,,,,,False
@pamparoni If they aren’t out yet just wait to get the ps5 later with a discount,0,,,,,,,,False
@pamparoni keyboard and mouse weigh nothing the monitors are a little iffy though,0,,,,,,,,False
"Every once in a while, I still forget that Tatiana Maslany isn't multiple people. #OrphanBlack",0,,,,,,,,False
"Well, I had hoped the election would be called in time for my quarter-century birthday two days ago, but I’ll accept this belated present from my fellow Americans. #BidenHarris2020 #election",0,,,,,,,,False
I think I've figured out why Ted Cruz always looks like he's melting.  It's because of the flames constantly emanating from his pants. #TXSenateDebate #LyinTed #LoseCruz #PantsOnFire,0,,,,,,,,False
"everyone gets all hyped about ancient debris, but where's my modern debris?",0,,,,,,,,False
i just overheard this bunch of children behind me yell “DON’T LOOK AT THE ENDERMAN”……internally yelling as an mcyt mod,0,,,,,,,,False
started telling my dutch friends about how i've not really tried much liquorice while watching this fundy and 5up sweet tasting stream and they're now planning on potentially sending me some over to try which is very sweet of them,0,,,,,,,,False
took my dog to the vet today because i thought she had ringworm..turns out she was bit by a GNAT lmfao i am a drama queen,0,,,,,,,,False
have to somehow become fluent in Spanish in these 2 weeks before school starts because i bullshit my way through my past 2 semesters in online classes. it just set in that i’ll be in class with native speakers and i am so embarrassed already,0,,,,,,,,False
complained about my job for weeks but i just cried after my last shift :(,0,,,,,,,,False
Seeing my friends shine is so heartwarming 🥺🥺,0,,,,,,,,False
I finished my MBio in Biomedical science this week and today I found out I’m graduating with a final mark of 77% (distinction)🥳 so proud of myself,0,,,,,,,,False
Forbidden forest was so peng,0,,,,,,,,False
victini is my favorite pokemon,0,,,,,,,,False
going off priv to enter a discord sweepstakes,0,,,,,,,,False
i love desth note go light go,0,,,,,,,,False
Midwife means with woman be it a male or female midwife that's what we are there to do #WomanCentredCare Thank you @loosewomen and @jacquelineMjos for highlighting the work we do as midwives. Seeing a happy and healthy mum and baby knowing I made a difference #allthethanksineed,0,,,,,,,,False
milk and cookies are an undefeated delicacy,0,,,,,,,,False
climate change is REAL and scary as FUCK. I resent every person financially sound and competent enough to counteract even an inch of humanity’s carbon footprint but disregarding any notion of being eco-friendly. the severity of these natural disasters are not normative.,0,,,,,,,,False
Ok Wandavision is good,0,,,,,,,,False
Am I the only one who thinks burrata is boring af?,0,,,,,,,,False
Hahaha these lads have never heard gucci mane or migos in their lives 🤣 #UniversityChallenge,0,,,,,,,,False
@bwin Is there a problem with the predictor page? Its not loading so unable to enter my predictions.,0,,,,,,,,False
"Tried okra for the first time from Tesco. Absolutely delicious.
#TriedForLess",0,,,,,,,,False
"In desperate need of 1 final spoon code. Been searching shops desperately for the last few weeks without luck. Please, please send me a code",0,,,,,,,,False
If u got a pussy lip hangin out ur panties rn then like this. It’s for science,0,,,,,,,,False
i’m going to make a quilt of all of my titty pics and sell it to the people to keep everyone warm,0,,,,,,,,False
yo ima hott mess but at least i’m hott,0,,,,,,,,False
bae calls me on FaceTime so we can keep each other company while we work on our art and honestly it’s so wholesome and motivating,0,,,,,,,,False
"this Brazilian dude always likes my pictures on instagram, nothing more, and honestly he’s a pretty welcome presence on my account",0,,,,,,,,False
self care is unfollowing everyone on social media except dogs,0,,,,,,,,False
Happy to be part of the team! https://t.co/ardpGl0M9p,0,,,,,,,,False
Another great day in the office! Happy to be working with @HeyItsEbb and @Sicarius_Matt #softwaredevelopment #webdevelopment #Motivated #tech #Businesses https://t.co/h59QAZ7sEG,0,,,,,,,,False
Was fun. Looking forward to the next one! #podcasts https://t.co/t2PmbDlZKo,0,,,,,,,,False
I was today years old when I learned what Ricky Martin looks like.,0,,,,,,,,False
My favorite thing is that literally ONLY my @Walmart says I have to have a prescription for syringes that I've been getting OTC for years. This is the kind of shit diabetics are facing.,0,,,,,,,,False
"I've compiled a list to debunk the gatekeeping morons saying #StarWars is too ""male focussed"".
Leia Organa, Jyn Erso, Rey, Bastila and Satele Shan, Hera Syndulla, Padme, Iden Versio, Nightsister Merrin, Cere Junda, Asajj Ventress, Sabine Wren, Bo-Katan Kryze, Shaak Ti, (1/)",0,,,,,,,,False
Still time to apply for our Clinic Supervisor post… https://t.co/A2JZjjHo6R,0,,,,,,,,False
"One point of correction though (literally artistic licence!). At present, exercise has been shown to be effective in other autoimmune conditions but not specifically in APS.",0,,,,,,,,False
"Networking, networking and networking - big message from today’s key note speakers #PRS2021",0,,,,,,,,False
my greatest downfall is having an upset stomach then eating spicy food to make it worse.,0,,,,,,,,False
i am in severe pain while on vacation i feel robbed.,0,,,,,,,,False
bo burnham owes me absolutely nothing but i think he should put make happy on spotify i need to sob to the burrito song,0,,,,,,,,False
there was a bee in my house yesterday and i haven’t seen it since i hope it died,0,,,,,,,,False
does anyone else buy pound cake in bulk from costco,0,,,,,,,,False
just expressing my love for brandi carlile and brittney howard that is all,0,,,,,,,,False
I passed my permit test!!!🥵,0,,,,,,,,False
Cicadas are fucking ugly and I’ve had the misfortune of seeing one at eye level two times this summer,0,,,,,,,,False
the hurricane has been completely underwhelming,0,,,,,,,,False
"raise your words, not your voice. it is rain that grows flowers not the thunder. aka don't be mad, Stoopid.",0,,,,,,,,False
days before rodeo is Travis Scott's best project,0,,,,,,,,False
Why you gotta take someone pure like Sean Lock from us huh? Why couldn’t it be James Corden?,0,,,,,,,,False
How are there women in this world who think we should be kind to pedophiles and rapists? Howwwwwwww? They’re not sorry!,0,,,,,,,,False
I’m ready for Lockdown #2. I need to make better bread.,0,,,,,,,,False
"USA is turning into the 40-something uncle who turns up to the wedding reception, gets drunk &amp; takes the mic from the band to sing Sweet Caroline, but gets all the words wrong.

Highly entertaining but a total fucking train wreck that you’re glad you don’t have to see more often.",0,,,,,,,,False
"@dave26318632 I don’t get anywhere near £500 a month on UC though. I basically get told “you get what you get, and if you don’t like it you can fuck off and die.”

One thing’s for certain, I wouldn’t cross a puddle for the benefits I’m on, let alone the Channel.",0,,,,,,,,False
